Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.Actions.TBD,,,TBD,TBD,يُحدد لاحقًا,TBD,POR DETERMINAR,TBD,TBD,TBD,Da definire,未定,미정,Do ustalenia,Indefinido,,TBD,TBD,Xác định sau (TBD),待定,待定,待確認
Studio.Actions.ConnectionIndicator,,,Connection Status,Connection Status,حالة الاتصال,Verbindungsstatus,Estado de la conexión,État de la connexion,कनेक्शन स्टेटस,Status Koneksi,Stato della connessione,接続状況,연결 상태,Status połączenia,Estado da conexão,,สถานะการเชื่อมต่อ,Bağlantı durumu,Trạng Thái Kết Nối,连接状态,连接状态,連線狀態
Studio.Actions.Title.MicroProfiler,,,MicroProfiler,MicroProfiler,,MicroProfiler,MicroProfiler,MicroProfiler,माइक्रोप्रोफ़ाइलर,MicroProfiler,MicroProfiler,MicroProfiler,MicroProfiler,MicroProfiler,MicroProfiler,,MicroProfiler,MicroProfiler,MicroProfiler,,,MicroProfiler
Studio.Actions.Tooltip.MicroProfiler,,,Performance optimization and troubleshooting tool that provides detailed timing information for task scheduler tasks,Performance optimization and troubleshooting tool that provides detailed timing information for task scheduler tasks,,"Tool zur Leistungsoptimierung und Fehlerbehebung, das detaillierte Timing-Informationen für Aufgaben des Aufgabenplaners liefert",Herramienta de optimización de rendimiento y solución de problemas que proporciona información detallada de temporización para tareas programadas,Outil d'optimisation des performances et de dépannage qui fournit des informations détaillées sur le timing pour les tâches du planificateur de tâches,"टास्क शेड्यूलर कामों के लिए समय की पूरी जानकारी देने वाला, परफ़ॉर्मेंस ऑप्टिमाइज़ेशन और समस्या दूर करने वाला टूल",Alat optimasi performa dan penyelesaian masalah yang memberikan informasi waktu mendetail untuk tugas penjadwal tugas,Strumento di ottimizzazione delle prestazioni e risoluzione dei problemi che fornisce informazioni dettagliate sui tempi per le attività dell'agenda,タスクスケジューラのタスクで詳しい時期的な情報を提供するパフォーマンスの最適化とトラブルシューティング用ツール,성능 최적화 및 문제 해결 도구로 작업 스케줄러 작업에 상세한 타이밍 정보를 제공합니다,"Narzędzie do optymalizacji wydajności i rozwiązywania problemów, które zapewnia szczegółowe informacje o czasie wykonywania zadań w harmonogramie zadań",Otimização de desempenho e ferramenta de solução de problemas que fornece informações detalhadas de tempo para tarefas do agendador de tarefas,,เครื่องมือเพิ่มประสิทธิภาพและแก้ไขปัญหาประสิทธิภาพ ซึ่งให้ข้อมูลเวลาโดยละเอียดสำหรับงานในตัวกำหนดการทำงาน,Görev Planlayıcı görevleri için ayrıntılı zamanlama bilgileri sağlayan performans optimizasyonu ve sorun giderme aracı,Công cụ tối ưu hóa hiệu suất và khắc phục sự cố cung cấp thông tin thời gian chi tiết cho các tác vụ của trình tạo lịch tác vụ,,,效能最佳化和疑難排解工具，可為工作排程器工作提供詳細的計時資訊
Studio.Actions.Title.Diagnostics,,,Diagnostics,Diagnostics,,Diagnose,Diagnósticos,Diagnostiques,डायग्नोस्टिक्स,Diagnostik,Diagnostica,診断,진단,Diagnostyka,Diagnósticos,,การวินิจฉัย,Tanı,Thông tin chẩn đoán,,,診斷
Studio.Actions.Title.LogoutMenu,,,Current User,Current User,,Aktueller Benutzer,Usuario actual,Utilisateur actuel,मौजूदा यूज़र,Pengguna Saat Ini,Utente corrente,現在のユーザー,현재 사용자,Bieżący użytkownik,Usuário atual,,ผู้ใช้ปัจจุบัน,Mevcut Kullanıcı,Người dùng hiện tại,,,目前使用者
Studio.Actions.Tooltip.Share,,,Get the public link for this experience,Get the public link for this experience,,Öffentlichen Link für diese Experience erhalten,Obtener el enlace público para esta experiencia,Obtenir le lien public pour cette expérience,इस एक्सपीरिएंस का पब्लिक लिंक पाएँ,Dapatkan link publik untuk pengalaman virtual ini,Ottieni il link pubblico per questa esperienza,このバーチャル空間の公開リンクを取得,이 체험의 공개 링크 가져오기,Uzyskaj publiczny link do tego projektu,Obter o link público para esta experiência,,รับลิงก์สาธารณะสำหรับประสบการณ์นี้,Bu deneyim için herkese açık bağlantıyı al,Lấy đường liên kết công khai cho trải nghiệm này,,,取得此體驗的公開連結
Studio.Actions.Title.Assistant,,,AI Assistant,AI Assistant,,KI-Assistent,Asistente de IA,Assistant IA,AI असिस्टेंट,AI Assistant,Assistant AI,AIアシスタント,AI 어시스턴트,Asystent AI,Assistente IA,,ผู้ช่วย AI,Yapay Zekâ Asistan,Trợ lý AI,,,AI 助理
Studio.Actions.Tooltip.Assistant,,,Chat with Studio Assistant to get help and accelerate creation,Chat with Studio Assistant to get help and accelerate creation,,"Hol dir Unterstützung vom Studio-Assistenten, um schneller und einfacher Kreationen zu schaffen",Chatea con Asistente de Studio para obtener ayuda y acelerar la creación,Chat avec Studio Assistant pour obtenir de l'aide et accélérer la création,"मदद पाने और क्रिएशन में तेज़ी लाने के लिए, Studio असिस्टेंट के साथ चैट करें",Mengobrol dengan Assistant Studio untuk mendapatkan bantuan dan mempercepat proses kreasi,Chatta con Studio Assistant per ricevere assistenza e velocizzare la creazione,Studioアシスタントとチャットしてサポートを受け、制作を加速しましょう,Studio 어시스턴트와 대화해 도움을 받고 제작 속도를 높이세요,"Porozmawiaj na czacie z asystentem Studio, aby uzyskać pomoc i przyspieszyć proces tworzenia",Converse com o Assistente do Studio para obter ajuda e acelerar a criação,,แชทกับผู้ช่วย Studio เพื่อขอความช่วยเหลือและสร้างเนื้อหาได้เร็วขึ้น,Yardım almak ve yaratım sürecini hızlandırmak için Studio Asistanı ile sohbet edin,Trò chuyện với Trợ lý Studio để được trợ giúp và đẩy nhanh quá trình tạo nội dung,,,與 Studio 助理聊天，以取得協助並加速創作
Studio.Actions.Tooltip.ConnectionIndicator,,,This shows the status of your connection to the Team Create server,This shows the status of your connection to the Team Create server,,Dies zeigt den Verbindungsstatus zum Team Create-Server,Esto muestra el estado de su conexión con el servidor Creación en equipo,Ceci montre l'état de ta connexion au serveur Création en équipe,इससे टीम क्रिएट सर्वर को आपके कनेक्शन का स्टेटस दिखता है,Ini menunjukkan status koneksimu ke server Kreasi Bersama,Mostra lo stato della tua connessione al server Creazione di squadra,チーム制作サーバーへの接続状況を表示します,이는 팀 제작 서버와의 연결 상태를 표시합니다,Pokazuje status połączenia z serwerem tworzenia zespołowego,Isto mostra o status da sua conexão com o servidor da Criação em Equipe,,แสดงสถานะการเชื่อมต่อของคุณกับเซิร์ฟเวอร์การสร้างร่วมกับเพื่อน,"Bu, Ekip Oluşturma sunucusuyla kurulan bağlantının durumunu gösterir",Đây là trạng thái kết nối của bạn với máy chủ Team Create,,,這會顯示你與團隊創作伺服器的連線狀態
Studio.Actions.Tooltip.LogoutMenu,,,You are logged in as %1,You are logged in as %1,,Du bist angemeldet als %1,Iniciaste sesión como %1,Tu es connecté en tant que %1,आपने %1 के रूप में लॉग इन कर रखा है,Kamu log in sebagai %1,Hai effettuato l'accesso come %1,%1 としてログイン中,%1(으)로 로그인했습니다,Zalogowany użytkownik: %1,Você está logado como %1,,คุณลงชื่อเข้าใช้ด้วยชื่อผู้ใช้ %1,%1 olarak giriş yaptın,Bạn đang đăng nhập với tư cách %1,,,你以 %1 的身分登入
Studio.Actions.Tooltip.LiveCollaborators,,,Team members actively creating in this place,Team members actively creating in this place,,"Teammitglieder, die gerade aktiv an diesem Ort arbeiten",Miembros del equipo creando activamente en este lugar,Les membres de l'équipe créent activement dans ce lieu,टीम मेंबर इस प्लेस पर ऐक्टिव रूप से क्रिएट कर रहे हैं,Anggota tim aktif berkreasi di tempat ini,I membri del team creano attivamente in questo luogo,このプレースでアクティブに作成しているチームメンバー,이 플레이스에서 활동적으로 창작하는 팀 멤버,Członkowie zespołu aktywnie tworzą w tym miejscu,Membros da equipe criando ativamente neste local,,สมาชิกในทีมกำลังสร้างสรรค์อยู่ในสถานที่แห่งนี้,Bu dünya içerisinde aktif olarak içerik oluşturan ekip üyeleri,Các thành viên trong nhóm đang tích cực sáng tạo tại địa điểm này,,,團隊成員在此地點積極創作
