Key,Context,Source,en-us
Studio.Auth.AccountInfo.Mismatch,Error when web credentials don't match Studio's existing credentials,Studio failed to open because your web account credentials do not match the current Studio account credentials.,Studio failed to open because your web account credentials do not match the current Studio account credentials.
Studio.Auth.AuthDialog.InvalidWebView2Fmt1,"Error message is shown when the user doesn't have WebView2 installed. WebView2 is required for Studio to load the login page correctly. However, user can still use browser to login",WebView2 installation required to load login page. Click <a href='%1'>here</a> for installation details. Please login on the website.,WebView2 installation required to load login page. Click <a href='%1'>here</a> for installation details. Please login on the website.
Studio.Auth.AuthDialog.LoadError,Error message is shown when Studio fails to load WebView dialog for multiple times due to unexpected error,An error occurred while launching Studio login. Please login on the website or try again later.,An error occurred while launching Studio login. Please login on the website or try again later.
Studio.Auth.AuthDialog.LoginError,Error message is shown when Studio fails to load WebView dialog for multiple times due to unexpected error,An error occurred while logging into Studio. Please login on the website or try again later.,An error occurred while logging into Studio. Please login on the website or try again later.
Studio.Auth.AuthDialog.RetryExternalBrowser,The text of the button for retrying the external login,Retry Browser Login,Retry Browser Login
Studio.Auth.CredentialMismatch.LoginError,"Error message that is shown when Studio fails to open due to credential mismatch, e.g. user login two instance with account A and B at the same time and only one of them will success, the other one will receive this error message",Attempted login was unsuccessful because Studio is already logged in to another account. This Studio window will automatically close.,Attempted login was unsuccessful because Studio is already logged in to another account. This Studio window will automatically close.
Studio.Auth.EmbeddedAuthorizationDialog.InvalidWebView2Fmt1,Error message is shown when the user doesn't have WebView2 installed. WebView2 is required for Studio to load the login page correctly.,WebView2 installation required to launch Studio. Click <a href='%1'>here</a> for installation details.,WebView2 installation required to launch Studio. Click <a href='%1'>here</a> for installation details.
Studio.Auth.EmbeddedAuthorizationDialog.LaunchFailed,Title for the error dialog when Studio fails to launch,Launch Failed,Launch Failed
Studio.Auth.External.Login,The text for the external login button,Login via Browser,Login via Browser
Studio.Auth.Launch.Failed,This is shown as a header for an error dialog when Studio fails to launch,Launch Failed,Launch Failed
Studio.Auth.Login.Continue,This is shown as a header for a dialog when Studio fails to login automatically from web due to lack of matching local credential,Login to continue in Studio,Login to continue in Studio
Studio.Auth.Login.Failed,This is shown as a header for an error dialog when Studio fails to launch,Login Failed,Login Failed
Studio.Auth.Original.Studio.Not.Found,Error message is shown when the original instance of Studio cannot be found during the external login flow,An error occurred while logging into Studio. Please do not close Studio during login.,An error occurred while logging into Studio. Please do not close Studio during login.
Studio.Auth.Studio.Login,The text for offering the user to login Studio using embedded PKCE flow when launching from web but lack of matching local credential,Login via Studio,Login via Studio
Studio.Auth.Try.Again,The text for retrying launching Studio login,Try Again,Try Again
Studio.Auth.VerifyUserIdMatchLocalCache.LoginError,"Error message that is shown when Studio fails to open due to credential mismatch, specifically when the cookie credential mismatch token credential",An error occurred while logging into Studio. Please close all other Studio instances and try again.,An error occurred while logging into Studio. Please close all other Studio instances and try again.
Studio.Auth.WebLaunchCredentialMismatch.LoginError,"Error message that is shown when Studio fails to open due to credential mismatch, e.g. user launch Studio from the web but ended up using a different credential to login studio than the original one from the web",Studio failed to open due to mismatched credentials. Please login with the current web account when launching from the web.,Studio failed to open due to mismatched credentials. Please login with the current web account when launching from the web.
